"","species","latitudinal_zone","mycorrhizal_association","nitrogen_fixation_status","plant_growth_form","NA","NA"
"426","Bauhinia racemosa","tropical","AM",0,"angiosperm",24.8569444815318,1321.33333333333
"427","Bauhinia rufa","tropical","ECM",0,"angiosperm",22.3765152765043,1428.54545454545
"430","Beilschmiedia pendula","tropical","AM",0,"angiosperm",25.3083333969116,3115
"431","Beilschmiedia tarairi","temperate","AM",0,"angiosperm",13.9041666686535,1295
"432","Beilschmiedia tawa","temperate","AM",0,"angiosperm",11.4708332601521,1551.66666666667
"433","Bellucia grossularioides","tropical","AM",0,"angiosperm",26.2654167572657,3446.8
"434","Bellucia pentamera","tropical","AM",0,"angiosperm",25.3083333969116,3115
"435","Berberis amurensis","temperate","AM",0,"angiosperm",4.62499996181577,419.75
"439","Berberis koreana","temperate","AM",0,"angiosperm",9.02916661029061,1021
"440","Berberis pinifolia","tropical","AM",0,"angiosperm",17.3888889518049,1138
"441","Berberis poiretii","temperate","AM",0,"angiosperm",1.95937505364418,381.25
"442","Berberis pruinosa","tropical","AM",0,"angiosperm",15.1624999741713,939
"443","Berberis thunbergii","temperate","AM",0,"angiosperm",10.7722222055826,1160
"446","Berberis wilsoniae","temperate","AM",0,"angiosperm",10.1166667193174,788
"448","Berlinia bracteosa","tropical","ECM",0,"angiosperm",25.0874999629127,2649.33333333333
"449","Bertholletia excelsa","tropical","AM",0,"angiosperm",25.6013890107473,2019.66666666667
"450","Bertiera guianensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"451","Bertya cunninghamii","temperate","AM",0,"angiosperm",17.4119047550928,521.428571428571
"452","Berzelia abrotanoides","tropical","AM",0,"angiosperm",25.3833335240682,1040
"453","Berzelia lanuginosa","temperate","AM",0,"angiosperm",18.1916664838791,244
"455","Betula albosinensis","tropical","ECM",0,"angiosperm",15.0901042313005,1414.375
"456","Betula alleghaniensis","temperate","ECM",0,"angiosperm",4.50564641964468,1287.52336448598
"457","Betula alnoides","tropical","ECM",0,"angiosperm",20.5000000397364,1579
"458","Betula costata","temperate","ECM",0,"angiosperm",0.609523829959688,639.285714285714
"461","Betula ermanii","temperate","ECM",0,"angiosperm",2.38685893649474,1050.76923076923
"463","Betula fruticosa","temperate","ECM",0,"angiosperm",2.64083333276212,360.8
"465","Betula gmelini","temperate","ECM",0,"angiosperm",0.32500005265077,336
"467","Betula lenta","temperate","ECM",0,"angiosperm",8.60416671206002,1309.33333333333
"470","Betula nana","boreal","ECM",0,"angiosperm",-7.82319649762998,265.522388059701
"472","Betula ovalifolia","temperate","ECM",0,"angiosperm",0.125000034769376,348
"473","Betula papyrifera","temperate","ECM",0,"angiosperm",2.16575056295974,1089.53191489362
"474","Betula pendula","boreal","ECM",0,"angiosperm",7.13144442119739,888.173333333333
"475","Betula platyphylla","temperate","ECM",0,"angiosperm",2.01159909423776,594
"476","Betula populifolia","temperate","ECM",0,"angiosperm",5.77777770151281,1053.44444444444
"477","Betula pubescens","boreal","ECM",0,"angiosperm",3.7117063365581,548.571428571429
"478","Betula pumila","temperate","ECM",0,"angiosperm",6.79242419338588,895.909090909091
"480","Betula tortuosa","boreal","ECM",0,"angiosperm",0.320833320418994,334
"481","Betula utilis","temperate","ECM",0,"angiosperm",6.03055548854172,645.333333333333
"482","Beyeria opaca","temperate","AM",0,"angiosperm",17.4234374923011,489.125
"483","Billia columbiana","tropical","AM",0,"angiosperm",19.9916667143504,2383
"484","Billia hippocastanum","tropical","AM",0,"angiosperm",21.4124999046326,1960
"485","Billia rosea","tropical","AM",0,"angiosperm",13.3104165891806,2356.5
"486","Bixa orellana","tropical","AM",0,"angiosperm",20.529166618983,1272
"488","Blakea rosea","tropical","AM",0,"angiosperm",25.3083333969116,3115
"490","Blastus cochinchinensis","tropical","AM",0,"angiosperm",21.276041696469,1810.75
"491","Blighia sapida","tropical","AM",0,"angiosperm",25.5083334445953,1206
"492","Bocoa prouacensis","tropical","AM",0,"angiosperm",25.7360417544842,2999.2
"493","Bombax ceiba","tropical","AM",0,"angiosperm",25.3020832240582,1105.25
"495","Bombax discolor","tropical","AM",0,"angiosperm",26.2750000953674,3445
"497","Boniodendron minus","tropical","AM",0,"angiosperm",19.7791667779287,1544
"499","Boronia ledifolia","temperate","AM",0,"angiosperm",17.7173610760106,1249.66666666667
"500","Bossiaea eriocarpa","temperate","ECM",1,"angiosperm",18.5722221069866,716.333333333333
"501","Bossiaea walkeri","temperate","ECM",1,"angiosperm",17.3875000344382,419.333333333333
"502","Bougainvillea spectabilis","tropical","AM",0,"angiosperm",25.965833290418,1064
"503","Bourreria costaricensis","tropical","AM",0,"angiosperm",25.8833333452543,2218
"504","Bourreria cumanensis","tropical","AM",0,"angiosperm",18.9624999761581,922
"505","Bowdichia virgilioides","tropical","AM",1,"angiosperm",21.9878206222485,1429.38461538462
"506","Brachychiton megaphyllus","tropical","AM",0,"angiosperm",27.191666841507,1615
"508","Brachystegia boehmii","tropical","ECM",0,"angiosperm",21.4541664719582,687
"509","Brachystegia longifolia","tropical","ECM",0,"angiosperm",21.6666666666667,956
"510","Brachystegia spiciformis","tropical","ECM",0,"angiosperm",22.0590276784367,753.75
"511","Brasiliopuntia brasiliensis","tropical","AM",0,"angiosperm",22.9708332220713,1149
"513","Bridelia retusa","tropical","AM",0,"angiosperm",24.8569444815318,1321.33333333333
"514","Brighamia insignis","tropical","AM",0,"angiosperm",22.7777777512868,909.666666666667
"515","Brosimum acutifolium","tropical","AM",0,"angiosperm",25.5055556032393,2776
"516","Brosimum alicastrum","tropical","AM",0,"angiosperm",24.0383333126704,2001.5
"518","Brosimum gaudichaudii","tropical","AM",0,"angiosperm",20.7583334445953,1303
"520","Brosimum mollis","tropical","AM",0,"angiosperm",25.5041666030884,2251
"521","Brosimum parinarioides","tropical","AM",0,"angiosperm",26.1020833055178,2126.5
"522","Brosimum potabile","tropical","AM",0,"angiosperm",26.2291665871938,2523
"523","Brosimum rubescens","tropical","AM",0,"angiosperm",25.9324404852731,2589.71428571429
"525","Broussaisia arguta","tropical","AM",0,"angiosperm",16.2791666487853,1660.5
"526","Broussonetia kazinoki","temperate","AM",0,"angiosperm",16.1708332747221,1165
"527","Broussonetia papyrifera","temperate","AM",0,"angiosperm",14.3933333200713,855.2
"529","Bruguiera gymnorhiza","tropical","AM",0,"angiosperm",22.452500073115,1666.6
"530","Brunellia costaricensis","tropical","AM",0,"angiosperm",13.3104165891806,2356.5
"531","Brunia albiflora","temperate","AM",0,"angiosperm",15.6875001192093,800
"532","Buchanania lanzan","tropical","AM",0,"angiosperm",24.8902778095669,1256.66666666667
"533","Buchanania latifolia","tropical","AM",0,"angiosperm",22.1708331902822,1289
"534","Buchanania obovata","tropical","AM",0,"angiosperm",27.28166680336,1482.4
"536","Buchenavia congesta","tropical","AM",0,"angiosperm",25.3083333969116,3115
"537","Buchenavia grandis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"538","Buchenavia macrophylla","tropical","AM",0,"angiosperm",25.3083333969116,3115
"539","Buchenavia oxycarpa","tropical","AM",0,"angiosperm",25.3083333969116,3115
"540","Buchenavia parvifolia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"541","Buchenavia tetraphylla","tropical","AM",0,"angiosperm",25.6875,2814
"542","Buddleja davidii","boreal","AM",0,"angiosperm",9.1869792410483,875.5
"543","Bupleurum rigidum","temperate","AM",0,"angiosperm",13.6358333657185,659.2
"545","Burretiodendron hsienmu","tropical","AM",0,"angiosperm",22.8791665765974,1398.33333333333
"547","Bursera simaruba","tropical","AM",0,"angiosperm",25.9511363325697,1418.45454545455
"548","Bursera tomentosa","tropical","AM",0,"angiosperm",26.7783332824707,1732.6
"549","Butea monosperma","tropical","AM",1,"angiosperm",25.4591667175293,949.6
"550","Butia archeri","tropical","AM",0,"angiosperm",22.9541667699814,956
"553","Byrsonima coccolobifolia","tropical","AM",0,"angiosperm",22.6404762949262,1005.57142857143
"554","Byrsonima crassifolia","tropical","AM",0,"angiosperm",26.5010416309039,2064.5
"555","Byrsonima juanito","tropical","AM",0,"angiosperm",25.3083333969116,3115
"556","Byrsonima laevigata","tropical","AM",0,"angiosperm",25.6708334287008,3327
"557","Byrsonima putumayensis","tropical","AM",0,"angiosperm",25.3083333969116,3115
"559","Byrsonima verbascifolia","tropical","AM",0,"angiosperm",22.9541667699814,956
"560","Byttneria aspera","tropical","AM",0,"angiosperm",22.1833332975705,1680.5
"561","Cabralea canjerana","tropical","AM",0,"angiosperm",23.297222216924,2678.66666666667
"564","Caesalpinia sappan","tropical","AM",0,"angiosperm",22.1708331902822,1289
"566","Calamus faberi","tropical","AM",0,"angiosperm",20.2833333015442,1567
"567","Calamus simplicifolius","tropical","AM",0,"angiosperm",20.2833333015442,1567
"568","Calamus thysanolepis","tropical","AM",0,"angiosperm",21.0083332856496,1818
"569","Caldcluvia rosifolia","temperate","AM",0,"angiosperm",13.9041666686535,1295
"570","Calliandra calothyrsus","tropical","AM",1,"angiosperm",26.4291665554047,1202
"571","Calliandra surinamensis","tropical","AM",1,"angiosperm",26.3124999470181,2402.33333333333
"573","Callicarpa japonica","temperate","AM",0,"angiosperm",10.3250000178814,1421
"574","Callicarpa nudiflora","tropical","AM",0,"angiosperm",22.1708331902822,1289
"575","Callicarpa pedunculata","temperate","AM",0,"angiosperm",16.1708332747221,1165
"576","Callicarpa rubella","tropical","AM",0,"angiosperm",17.2625000377496,1637
"577","Callitris columellaris","tropical","AM",0,"gymnosperm",27.191666841507,1615
"579","Calophyllum brasiliense","tropical","AM",0,"angiosperm",24.0479166971313,2387.16666666667
"580","Calophyllum inophyllum","tropical","AM",0,"angiosperm",23.2458333969116,1357
"582","Calophyllum polyanthum","tropical","AM",0,"angiosperm",19.6041667064031,1564
"583","Calothamnus quadrifidus","temperate","ECM",0,"angiosperm",18.6374999284744,707
"585","Calycophyllum candidissimum","tropical","AM",0,"angiosperm",26.306547550928,1851.14285714286
"586","Calycophyllum megistocaulum","tropical","AM",0,"angiosperm",25.3083333969116,3115
"588","Calytrix flavescens","temperate","ECM",0,"angiosperm",18.5722221069866,716.333333333333
"590","Camellia cordifolia","tropical","AM",0,"angiosperm",19.3958335320155,1629
"591","Camellia cuspidata","tropical","AM",0,"angiosperm",17.9156250059605,1461.25
"592","Camellia drupifera","tropical","AM",0,"angiosperm",21.2472222480509,1722.66666666667
"593","Camellia elongata","tropical","AM",0,"angiosperm",18.1625000933806,1145
"594","Camellia forrestii","tropical","AM",0,"angiosperm",13.5666666788359,976.5
"595","Camellia fraterna","tropical","AM",0,"angiosperm",17.1643519269096,1428.33333333333
"596","Camellia furfuracea","tropical","AM",0,"angiosperm",16.3708334118128,1284
"597","Camellia gigantocarpa","tropical","AM",0,"angiosperm",19.4972221851349,1601.33333333333
"598","Camellia japonica","temperate","AM",0,"angiosperm",14.3083333941177,1563.5
"599","Camellia oleifera","tropical","AM",0,"angiosperm",17.9927928198028,1433.08108108108
"601","Camellia pitardii","tropical","AM",0,"angiosperm",15.4874999324481,968
"602","Camellia reticulata","tropical","AM",0,"angiosperm",13.5916667083899,929
"603","Camellia sinensis","tropical","AM",0,"angiosperm",17.540972162452,1561.33333333333
"605","Canarium album","tropical","AM",0,"angiosperm",21.1368056237698,1784.58333333333
"606","Canthium dicoccum","tropical","AM",0,"angiosperm",20.7499999403954,1592
"607","Canthium horridum","tropical","AM",0,"angiosperm",21.404166718324,1676.5
"608","Canthium inerme","tropical","AM",0,"angiosperm",20.2406250163913,768.25
"609","Capirona decorticans","tropical","AM",0,"angiosperm",25.4569444656372,3122
"612","Capparis indica","tropical","AM",0,"angiosperm",26.2233332316081,1661
"613","Caragana korshinskii","temperate","AM",1,"angiosperm",7.28044872597242,419.538461538462
"614","Caragana microphylla","temperate","AM",1,"angiosperm",4.19302722853513,275.183673469388
"616","Caragana stenophylla","temperate","AM",1,"angiosperm",3.37135418364778,192.75
"617","Caraipa heterocarpa","tropical","AM",0,"angiosperm",26.2750000953674,3445
"618","Caraipa myrcioides","tropical","AM",0,"angiosperm",25.2736112276713,2687.66666666667
"619","Caraipa punctulata","tropical","AM",0,"angiosperm",26.1041665077209,2662
"620","Carallia brachiata","tropical","AM",0,"angiosperm",22.5145833293597,1839
"621","Carapa guianensis","tropical","AM",0,"angiosperm",26.0244791309039,2184.75
"622","Carapa procera","tropical","AM",0,"angiosperm",25.8136752792913,2747.61538461538
"623","Cardiospermum corindum","tropical","AM",0,"angiosperm",21.2958331505458,660
"624","Cariniana estrellensis","tropical","AM",0,"angiosperm",25.6208333969116,1142
"625","Cariniana ianeirensis","tropical","AM",0,"angiosperm",25.6208333969116,1142
"626","Cariniana integrifolia","tropical","AM",0,"angiosperm",26.3333332538605,2386
"627","Carissa carundu","tropical","AM",0,"angiosperm",26.3458332353168,1044
"628","Carissa lanceolata","tropical","AM",0,"angiosperm",27.2833334406217,728.5
"629","Carissa spinarum","tropical","AM",0,"angiosperm",22.1708331902822,1289
"630","Carpinus betulus","boreal","ECM",0,"angiosperm",8.3593055444873,751.133333333333
"632","Carpinus cordata","tropical","ECM",0,"angiosperm",15.9412037854393,1417
"633","Carpinus laxiflora","temperate","ECM",0,"angiosperm",10.3250000178814,1421
"634","Carpinus londoniana","tropical","ECM",0,"angiosperm",16.0958334505558,1265
"635","Carpinus tschonoskii","temperate","ECM",0,"angiosperm",9.11875003079573,1131
"636","Carpinus turczaninowii","temperate","ECM",0,"angiosperm",8.63333333945937,679.333333333333
"637","Carpodetus serratus","temperate","AM",0,"angiosperm",12.2375000119209,2315
"638","Carpotroche longifolia","tropical","AM",0,"angiosperm",25.3083333969116,3115
"639","Carya alba","temperate","ECM",0,"angiosperm",15.6555555487672,1195.66666666667
"642","Carya glabra","temperate","ECM",0,"angiosperm",13.0838889226731,1143.31111111111
"643","Carya hunanensis","tropical","ECM",0,"angiosperm",16.3708334118128,1284
"646","Carya ovata","temperate","ECM",0,"angiosperm",12.7041666656067,913
"648","Caryocar brasiliense","tropical","AM",0,"angiosperm",21.9665000979106,1305
"649","Caryocar glabrum","tropical","AM",0,"angiosperm",25.6941288673516,2878.72727272727
"650","Caryocar microcarpum","tropical","AM",0,"angiosperm",25.6791666348775,2756
"651","Caryocar villosum","tropical","AM",0,"angiosperm",25.387499888738,1875
"652","Caryodendron orinocense","tropical","AM",0,"angiosperm",25.3083333969116,3115
"654","Caryota ochlandra","tropical","AM",0,"angiosperm",21.1191666762034,1721.8
"655","Casearia aculeata","tropical","AM",0,"angiosperm",25.3083333969116,3115
"656","Casearia arborea","tropical","AM",0,"angiosperm",24.6824074409626,2733.44444444444
"657","Casearia decandra","tropical","AM",0,"angiosperm",25.4624999165535,2109.75
"659","Casearia sylvestris","tropical","AM",0,"angiosperm",24.932500049803,1722.4
"660","Cassia abbreviata","tropical","AM",0,"angiosperm",22.108333325386,631.6
"661","Cassia fistula","tropical","AM",0,"angiosperm",27.2256943186124,1051.16666666667
"662","Cassia grandis","tropical","AM",0,"angiosperm",24.8444443013933,2000.66666666667
"663","Cassine aethiopica","tropical","AM",0,"angiosperm",21.3625000476837,976.6
"664","Cassine transvaalensis","tropical","AM",0,"angiosperm",21.4968750079473,963.25
"665","Cassinia laevis","temperate","ECM",0,"angiosperm",17.3875000344382,419.333333333333
"668","Castanea crenata","temperate","ECM",0,"angiosperm",10.3250000178814,1421
"669","Castanea dentata","temperate","ECM",0,"angiosperm",6.97083327670892,1111
"670","Castanea henryi","temperate","ECM",0,"angiosperm",18.0476190760022,1206.14285714286
"671","Castanea mollissima","temperate","ECM",0,"angiosperm",13.0635416054477,1004.25
"672","Castanea sativa","boreal","ECM",0,"angiosperm",10.2444444649542,891
"673","Castanea seguinii","tropical","ECM",0,"angiosperm",16.1186110815654,1234.8
"675","Castanopsis carlesii","tropical","ECM",0,"angiosperm",18.135897520643,1333.76923076923
"676","Castanopsis ceratacantha","tropical","ECM",0,"angiosperm",14.1458334236716,1121
"677","Castanopsis chinensis","tropical","ECM",0,"angiosperm",21.4416666560703,1803.33333333333
"678","Castanopsis delavayi","tropical","ECM",0,"angiosperm",13.5916667083899,929
"679","Castanopsis echinocarpa","tropical","ECM",0,"angiosperm",20.7986110846202,1636.33333333333
"680","Castanopsis eyrei","tropical","ECM",0,"angiosperm",18.9200758414738,1553.18181818182
"681","Castanopsis faberi","tropical","ECM",0,"angiosperm",18.5791666375266,1684
"682","Castanopsis fabri","tropical","ECM",0,"angiosperm",21.5125000874201,1450.5
"683","Castanopsis fargesii","tropical","ECM",0,"angiosperm",17.1250000042427,1309.44444444444
"684","Castanopsis fissa","tropical","ECM",0,"angiosperm",19.9416667239534,1652.08333333333
"685","Castanopsis fleuryi","tropical","ECM",0,"angiosperm",15.4874999324481,968
"686","Castanopsis fordii","tropical","ECM",0,"angiosperm",19.3958335320155,1629
"687","Castanopsis formosana","tropical","ECM",0,"angiosperm",23.8208331664403,1670
"688","Castanopsis hainanensis","tropical","ECM",0,"angiosperm",23.2458333969116,1357
"689","Castanopsis hystrix","tropical","ECM",0,"angiosperm",18.730128174576,1421.69230769231
"690","Castanopsis indica","tropical","ECM",0,"angiosperm",22.3208333386315,1670.33333333333
"691","Castanopsis kawakamii","tropical","ECM",0,"angiosperm",19.5183332562447,1543
"692","Castanopsis orthacantha","tropical","ECM",0,"angiosperm",19.7791667779287,1544
